,Unnamed: 0,accession_id,phenotype_value
0,0,1,-2.3429316008592465
1,1,2,-3.174663331106133
2,2,4,6.269798059015526
3,3,6,-3.1820628270043128
4,4,7,-3.1820628270043128
5,5,8,-3.1857625749534013
6,6,9,-3.1857625749534013
7,7,12,-2.856634310762078
8,8,23,-2.8731834659537565
9,9,32,2.9523654312708167
10,10,45,-3.2523580380370127
11,11,51,-2.919521100490457
12,12,60,-2.424940644714355
13,13,62,-3.535561300873364
14,14,66,-3.880868952221424
15,15,69,-3.7369941691617936
16,16,74,-2.959239072950484
17,17,79,-3.5674104940673645
18,18,80,-2.969168566065491
19,19,81,-3.3189535011206246
20,20,83,-2.4550106274612284
21,21,84,-3.579353941515112
22,22,85,2.868202964697244
23,23,86,-2.979098059180498
24,24,87,3.381310602819093
25,25,88,-3.5873162398136125
26,26,89,-2.9824078902188336
27,27,91,-3.591297388962863
28,28,94,-2.9923373833338403
29,29,96,16.6660257523843
30,30,104,-3.812482598305776
31,31,106,-2.487814245003272
32,32,116,-2.501482418979124
33,33,121,-3.651014626201611
34,34,122,-3.396648208051505
35,35,126,-3.858614416115988
36,36,137,-3.4225464436951305
37,37,146,-2.542486940906678
38,38,148,-3.0817028213689035
39,39,149,-3.0817028213689035
40,40,151,-3.448444679338758
41,41,153,-3.088322483445575
42,42,157,30.617593940029515
43,43,159,-3.0982519765605816
44,44,160,-2.5616223844728707
45,45,163,-3.470643167033296
46,46,165,-3.9382966468790808
47,47,166,-3.742581056634356
48,48,167,-3.742581056634356
49,49,169,-2.5725569236535515
50,50,170,-2.5752905584487222
51,51,173,-2.5780241932438925
52,52,174,-3.492841654727832
53,53,175,-3.124730624867267
54,54,178,-3.967653258212854
55,55,179,-2.586225097629403
56,56,183,-3.9760408614510734
57,57,184,-3.1412797800589445
58,58,185,-3.778411398977605
59,59,187,-3.515040142422368
60,60,188,-3.518739890371459
61,61,190,-3.151209273173952
62,62,191,-3.5224396383205474
63,63,194,-4.001203671165735
64,64,196,-3.533538882167816
65,65,198,-3.806279443022352
66,66,200,-3.1677584283656306
67,67,202,-3.544638126015085
68,68,203,-2.619028715171447
69,69,204,-2.6217623499666174
70,70,205,-3.1743780904423016
71,71,206,-3.1776879214806373
72,72,207,-3.1776879214806373
73,73,208,-4.030560282499507
74,74,210,0.5867557559696323
75,75,212,-3.563136865760533
76,76,213,-3.1876174145956453
77,77,214,-2.6354305239424693
78,78,215,-2.6354305239424693
79,79,216,-3.1942370766723163
80,80,217,86.31932599489133
81,81,219,-3.197546907710651
82,82,222,-3.581635605505981
83,83,223,-3.581635605505981
84,84,224,-3.2074764008256578
85,85,230,-2.6572996023038318
86,86,231,-2.6572996023038318
87,87,236,-3.227335387055672
88,88,252,-2.6873695850507047
89,89,262,-2.701037759026556
90,90,263,-2.701037759026556
91,91,267,-3.276982852630707
92,92,269,-2.7092386634120675
93,93,273,-3.2869123457457143
94,94,282,-3.303461500937393
95,95,287,-2.7338413765685994
96,96,288,-2.7365750113637697
97,97,295,-2.744775915749282
98,98,296,-2.747509550544452
99,99,314,-3.356418797550763
100,100,318,-3.3630384596274343
101,101,320,-2.780313168086495
102,102,321,-2.780313168086495
103,103,323,-3.3696581217041066
104,104,326,-2.788514072472005
105,105,327,-3.7740224988586335
106,106,328,-3.3795876148191124
107,107,332,-3.3862072768957847
108,108,334,-4.076997585171341
109,109,338,-2.8049158812430277
110,110,339,-2.8049158812430277
111,111,340,-2.807649516038198
112,112,341,-2.807649516038198
113,113,346,-3.811019978349528
114,114,347,-2.815850420423709
115,115,348,-4.104865629216091
116,116,349,-2.8185840552188792
117,117,355,-4.336707800694547
118,118,357,-3.829518718094976
119,119,359,-2.8322522291947307
120,120,361,-2.834985863989901
121,121,363,-2.837719498785072
122,122,364,-3.844317709891335
123,123,366,-2.8431867683754115
124,124,367,-3.848017457840424
125,125,368,-3.445784235585826
126,126,369,-3.445784235585826
127,127,371,-2.848654037965753
128,128,372,-4.152639419007087
129,129,374,-4.378645816885651
130,130,375,-3.4557137287008337
131,131,377,-4.160601717305586
132,132,378,-3.8702159455349614
133,133,379,-3.8702159455349614
134,134,380,-3.46564322181584
135,135,383,-3.877615441433142
136,136,385,-2.867789481531945
137,137,386,-3.885014937331321
138,138,387,-4.403808626600311
139,139,389,-4.1844886122010845
140,140,390,-4.188469761350335
141,141,391,-3.4821923770075185
142,142,392,-2.8787240207126263
143,143,393,-2.8787240207126263
144,144,396,-3.4921218701225247
145,145,397,-2.884191290302966
146,146,466,-3.6079659564642736
147,147,992,-3.698814459263718
148,148,996,-3.7042817288540593
149,149,998,-4.488381012661559
150,150,1026,-4.534718647198258
151,151,1061,-5.131829996174484
152,152,1062,373.5866040088739
153,153,1063,-0.4521483634380365
154,154,1064,-5.139229492072664
155,155,1068,-5.1466289879708444
156,156,1070,-3.80542621627536
157,157,1072,-4.610844761079979
158,158,1073,-3.8081598510705295
159,159,1075,-4.6141545921183145
160,160,1158,-3.9257061472628543
161,161,1163,5.083057464475498
162,162,1166,33.49460758144148
163,163,1169,-4.76971665092009
164,164,1247,-5.475906555439811
165,165,1254,-5.490705547236169
166,166,1256,-5.912307342975509
167,167,1257,-5.49440529518526
168,168,1312,-5.008024485680258
169,169,1313,-5.597998237759765
170,170,1317,-5.605397733657944
171,171,1318,-6.358120181105639
172,172,1360,-1.8947422013064836
173,173,1362,3.565947807578796
174,174,1363,-5.690491936487005
175,175,1366,15.79685494902763
176,176,1374,15.037228733616374
177,177,1391,0.9887020093116912
178,178,1404,-6.206912380019992
179,179,1435,18.900291250780125
180,180,1552,-6.501517417064482
181,181,1585,3.4954418591585306
182,182,4632,-13.307249463971152
183,183,4675,-11.817274540179238
184,184,4757,-8.843515143774235
185,185,4820,-10.813468126921007
186,186,4827,-13.71404822102483
187,187,4879,-10.90945322703274
188,188,4927,-10.988889171952795
189,189,4935,-9.086808640544392
190,190,5106,180.0666852367482
191,191,5141,-0.0727621779684118
192,192,5145,-11.349660755131382
193,193,5146,-9.376573928832444
194,194,5175,-11.399308220706418
195,195,5282,-12.94199791670245
196,196,5292,-9.576129268879876
197,197,5310,-11.62437673131324
198,198,5322,-9.617133790807433
199,199,5335,-9.633535599578453
200,200,5337,-11.667404534811606
201,201,5350,-11.690573352079952
202,202,5364,-13.093687582615123
203,203,5373,-11.726981493501643
204,204,5377,-11.733601155578318
205,205,5394,-9.71554464343356
206,206,5398,-9.721011913023904
207,207,5444,-11.846135410881732
208,208,5450,-11.85606490399674
209,209,5466,-14.292626302146378
210,210,5536,-9.909632713890652
211,211,5582,-9.972506314179572
212,212,5645,-13.611652295487648
213,213,5678,-10.103720784347743
214,214,5708,-12.283033107942035
215,215,5709,-12.283033107942035
216,216,5710,-12.28634293898038
217,217,5711,-12.28634293898038
218,218,5713,-10.15019257586564
219,219,5715,-15.576096139909737
220,220,5716,-12.296272432095384
221,221,5717,-10.155659845455984
222,222,5720,-12.302892094172051
223,223,5721,-13.752242717553054
224,224,5722,-10.163860749841492
225,225,5723,-13.75594246550214
226,226,5724,-13.759642213451237
227,227,5733,-10.177528923817349
228,228,5735,-12.326060911440404
229,229,5737,-10.182996193407682
230,230,5738,-12.332680573517074
231,231,5741,-10.188463462998024
232,232,5742,-14.84202488474286
233,233,5744,-10.193930732588363
234,234,5746,-13.80033944089122
235,235,5749,-10.199398002178707
236,236,5751,-12.352539559747084
237,237,5756,-10.210332541359389
238,238,5759,-12.365778883900424
239,239,5762,-10.218533445744898
240,240,5767,-13.83733692038211
241,241,5769,-12.382328039092112
242,242,5770,-10.22946798492558
243,243,5772,182.02670669139283
244,244,5774,-12.392257532207116
245,245,5777,-13.85583566012756
246,246,5780,-12.402187025322124
247,247,5781,-12.402187025322124
248,248,5782,-10.245869793696604
249,249,5784,-13.870634651923917
250,250,5787,-12.41211651843713
251,251,5788,-13.8780341478221
252,252,5789,-10.254070698082112
253,253,5792,-13.885433643720274
254,254,5793,-15.739654403055034
255,255,5795,-12.42535584259047
256,256,5798,-10.267738872057963
257,257,5799,-15.752235807912363
258,258,5802,-13.90393238346572
259,259,5804,-12.441904997782151
260,260,5812,-12.455144321935489
261,261,5816,-13.929830619109346
262,262,5817,-14.989327403265095
263,263,5819,-13.933530367058443
264,264,5821,5.676610661586468
265,265,5826,25.70440417583768
266,266,5831,-13.955728854752978
267,267,5832,-10.31421066357586
268,268,5835,-8.99234218944592
269,269,5836,-5.821932793253934
270,270,5856,-2.853453852358296
271,271,5860,-0.4797245453850282
272,272,5867,-12.544509759970554
273,273,5870,-4.41716312997719
274,274,6008,-12.77950776369239
275,275,6010,-16.196778779538036
276,276,6011,-14.288706170171029
277,277,6012,1.6276235748686392
278,278,6013,-12.78612742576906
279,279,6016,-10.565705064731524
280,280,6017,-10.565705064731524
281,281,6019,-10.568438699526697
282,282,6020,-7.635366947384961
283,283,6021,-12.799366749922402
284,284,6022,-12.80267658096074
285,285,6024,4.822808171193255
286,286,6025,-12.805986411999072
287,287,6030,-12.81591590511408
288,288,6034,-13.671714586393684
289,289,6036,-9.464657778010274
290,290,6038,-10.5957750474784
291,291,6039,80.8445741879773
292,292,6040,29.644905026890985
293,293,6041,-12.83246506030576
294,294,6042,40.74463898905997
295,295,6043,-3.007110862772138
296,296,6046,-9.450605841956424
297,297,6064,-9.134483973286128
298,298,6069,-15.490952196070577
299,299,6074,-15.502895643518334
300,300,6076,-10.647714108586635
301,301,6077,-2.651371818193952
302,302,6085,-10.658648647767317
303,303,6086,-17.004940589447852
304,304,6087,-10.661382282562489
305,305,6090,51.38479993894557
306,306,6091,5.304152899899337
307,307,6092,-15.538725985861571
308,308,6093,-10.669583186948
309,309,6094,-15.542707135010833
310,310,6095,-14.444095584032798
311,311,6096,-12.92514032937916
312,312,6097,-17.0267413728984
313,313,6098,137.67243215910705
314,314,6099,-16.38130605077889
315,315,6100,-17.035461686278598
316,316,6101,-15.55465058245857
317,317,6102,-12.919500127712698
318,318,6103,2.5740332608987857
319,319,6104,20.64462627686637
320,320,6106,-14.46629407172733
321,321,6107,-16.398081257255328
322,322,6108,-16.402275058874448
323,323,6109,-17.05290231303906
324,324,6111,-16.406468860493565
325,325,6112,-17.061622626419258
326,326,6114,-15.582518626503315
327,327,6115,-15.582518626503315
328,328,6116,-15.586499775652577
329,329,6118,10.805839327556372
330,330,6119,-14.488492559421864
331,331,6120,-14.492192307370956
332,332,6121,-15.594462073951076
333,333,6122,-10.71058770887555
334,334,6123,-16.43163167020821
335,335,6124,-16.43582547182733
336,336,6125,-7.912539270302698
337,337,6126,-16.440019273446428
338,338,6127,-12.974787794954189
339,339,6128,-17.096503879940148
340,340,6129,-8.833041344905029
341,341,6131,7.67215515927068
342,342,6132,-15.618348968846576
343,343,6133,-10.724255882851406
344,344,6134,-14.518090543014582
345,345,6136,-10.729723152441748
346,346,6137,2.3879926195318286
347,347,6138,-12.994646781184205
348,348,6140,7.687203267115226
349,349,6141,-9.61760406876293
350,350,6142,-10.73792405682726
351,351,6143,-14.532889534810945
352,352,6144,18.39689441465616
353,353,6147,-15.646217012891322
354,354,6151,-15.654179311189829
355,355,6154,-15.662141609488325
356,356,6163,-15.67806620608531
357,357,6166,-15.68602850438382
358,358,6169,-15.690009653533073
359,359,6170,-15.693990802682311
360,360,6171,-14.584686006098192
361,361,6172,-15.69797195183157
362,362,6173,-10.778928578754812
363,363,6174,-14.592085501996372
364,364,6177,-10.784395848345149
365,365,6180,-14.603184745843642
366,366,6184,-2.3768298916154422
367,367,6189,164.14298663421593
368,368,6191,-15.733802294174827
369,369,6192,4.39072559988858
370,370,6193,19.71635186168831
371,371,6194,-14.61590740331522
372,372,6195,-14.629082981487269
373,373,6197,62.91581961707959
374,374,6198,8.196869142899116
375,375,6199,-12.529099491774772
376,376,6200,-15.753708039921063
377,377,6201,-14.640182225334536
378,378,6202,-14.643881973283625
379,379,6203,-13.100561374410947
380,380,6207,-13.107181036487615
381,381,6209,-13.110490867525952
382,382,6210,-10.830867639863047
383,383,6212,-3.7999464353361714
384,384,6214,-14.666080460978158
385,385,6215,10.400685738914191
386,386,6216,4.012226156159917
387,387,6217,33.62810913020101
388,388,6218,0.735068898065102
389,389,6220,-14.677179704825432
390,390,6221,-16.63712794954461
391,391,6226,-0.8271698739380532
392,392,6237,-13.156828502062652
393,393,6241,-10.871872161790602
394,394,6242,-16.683259767354816
395,395,6243,-15.837312172055306
396,396,6244,-11.022501877379163
397,397,6252,-13.18330715036934
398,398,6255,-15.861199066950812
399,399,6258,-8.187456643209401
400,400,6268,-13.20978579867602
401,401,6276,-10.921077588103667
402,402,6284,-0.840504653333832
403,403,6411,-13.444783802397854
404,404,6412,46.57999809047129
405,405,6413,-16.17570984974156
406,406,6898,-15.931394259566778
407,407,6901,-11.773971644196804
408,408,6903,14.645655141893696
409,409,6905,-18.78824467570221
410,410,6906,-11.782172548582317
411,411,6907,-11.782172548582317
412,412,6913,-14.275551393020104
413,413,6914,102.29012598738586
414,414,6916,-14.28217105509678
415,415,6917,-7.256392589280056
416,416,6918,-10.260805956110254
417,417,6919,-11.798574357353337
418,418,6921,-11.801307992148503
419,419,6922,-11.804041626943675
420,420,6930,14.189167682367204
421,421,6937,-6.423440748639838
422,422,6940,28.59046556968164
423,423,6942,-2.754863592704967
424,424,6946,437.8119151385096
425,425,6951,-1.1935278775291442
426,426,6956,-11.85051341846157
427,427,6958,124.3639280524074
428,428,6959,-11.853247053256744
429,429,6960,-17.266544716636
430,430,6962,-11.858714322847083
431,431,6964,-11.861447957642252
432,432,6965,-14.361607000016832
433,433,6969,-11.866915227232592
434,434,6972,83.26623833786726
435,435,6973,55.982949899257385
436,436,6975,1.4244127489251428
437,437,6976,-11.877849766413275
438,438,6977,7.755117967581452
439,439,6979,34.63836971549265
440,440,6980,-11.883317036003614
441,441,6982,-14.391395479361858
442,442,6985,17.632761290238737
443,443,6988,48.05720092490089
444,444,7033,5.356382139691519
445,445,7071,-19.150137680981203
446,446,7081,-12.01999877576213
447,447,7092,-18.465625455476623
448,448,7192,-12.173082324291666
449,449,7296,15.142742414661589
450,450,7320,-14.950756924840578
451,451,7430,313.38547359816965
452,452,7508,-17.059817384039075
453,453,7516,-15.275120366597472
454,454,7519,-12.618664795904428
455,455,7520,-5.364388816906806
456,456,7525,5.401592412785695
457,457,8213,-1.770042180176692
458,458,8214,-13.569969704623697
459,459,8218,-20.826735767035643
460,460,8222,-16.443490723129965
461,461,8225,-11.523250509204376
462,462,8227,-18.38802689776221
463,463,8230,-6.713526786924826
464,464,8231,-11.190146458125596
465,465,8233,-4.471471204907076
466,466,8236,85.72399403439996
467,467,8237,-18.406525637507663
468,468,8238,-5.926469203252601
469,469,8239,-0.6268713117463716
470,470,8240,-18.41392513340584
471,471,8241,-18.41392513340584
472,472,8242,-15.012701198600952
473,473,8247,66.62414740712371
474,474,8249,-18.4287241252022
475,475,8256,-12.063132624947585
476,476,8258,-21.74007075490564
477,477,8259,-15.475424662369692
478,478,8265,3.3822086283818997
479,479,8266,-13.64104420929812
480,480,8271,-13.646511478888463
481,481,8275,-16.156485383535983
482,482,8283,-16.54278565428003
483,483,8284,114.58874094305118
484,484,8285,1.3397793536274205
485,485,8290,-8.737393248701798
486,486,8296,-13.682048731225676
487,487,8300,-16.572574133625057
488,488,8304,-13.241398244885856
489,489,8306,-7.983169021920465
490,490,8307,-18.53601681572579
491,491,8310,40.5026730174754
492,492,8311,114.68967621528766
493,493,8313,6.1849176804591846
494,494,8314,12.791563258141103
495,495,8323,-13.717585983562891
496,496,8325,79.68218652616257
497,497,8326,-21.0532010544676
498,498,8329,0.2031528244366284
499,499,8334,1.1767433856382332
500,500,8337,-13.736721427129082
501,501,8343,171.97453465084905
502,502,8351,17.167709615164238
503,503,8354,80.73851185792009
504,504,8357,-13.764057775080785
505,505,8365,221.69757546431924
506,506,8374,-7.970305370636944
507,507,8376,-10.900269492495111
508,508,8378,-0.3194860069756488
509,509,8386,-21.179015103040907
510,510,8387,-16.714896868273495
511,511,8388,8.27316876568952
512,512,8389,35.953608022902856
513,513,8395,168.4464298477991
514,514,8412,22.02299086476156
515,515,8420,-13.851534088526238
516,516,8422,-22.09760360349453
517,517,8423,-6.546901516058201
518,518,8426,5.198560817004352
519,519,8427,-20.18472704303612
520,520,8430,-13.86520226250209
521,521,9057,18.8324595046901
522,522,9058,-10.27291226811695
523,523,9302,-18.23079948383122
524,524,9308,-15.065267937581853
525,525,9309,-20.389590538219647
526,526,9321,-18.26058796317624
527,527,9323,27.02310546156405
528,528,9332,-18.28044694940625
529,529,9336,-24.090195210874096
530,530,9339,-22.000131055094037
531,531,9342,-23.183652276975536
532,532,9343,-24.10327568094441
533,533,9344,-20.45618600130325
534,534,9349,-24.11635615101473
535,535,9351,-23.200427483451985
536,536,9352,-15.720642285661752
537,537,9353,-20.47098499309962
538,538,9354,-15.128141537870768
539,539,9355,-20.47468474104869
540,540,9356,-22.03596139743729
541,541,9363,-20.48948373284506
542,542,9367,-15.28867968135983
543,543,9369,-20.500582976692325
544,544,9371,-20.504282724641413
545,545,9378,-19.19466868156024
546,546,9380,28.35292664693337
547,547,9381,-22.08373518722829
548,548,9382,-18.04996075920165
549,549,9383,-5.987489311891979
550,550,9384,-24.194838971436667
551,551,9385,-22.09169748552678
552,552,9386,-23.275915912595963
553,553,9388,-23.280109714215087
554,554,9390,0.5275048357557396
555,555,9391,557.7874155524343
556,556,9392,5.320438348951336
557,557,9399,-23.30107872231063
558,558,9402,-22.127527827870026
559,559,9404,-23.313660127167957
560,560,9405,-20.56717843977593
561,561,9407,210.6555869497521
562,562,9408,-17.97631328844636
563,563,9409,-20.57457793567412
564,564,9410,2.875865945663298
565,565,9411,-18.876005379183624
566,566,9412,-20.58197743157229
567,567,9413,-18.41284019093968
568,568,9416,-22.15539587191478
569,569,9418,-20.593076675419567
570,570,9419,-16.225149757119237
571,571,9421,-23.34721054012084
572,572,9427,-20.607875667215925
573,573,9433,-22.187245065108787
574,574,9434,-9.18566630441849
575,575,9436,-22.195207363407288
576,576,9437,-20.626374406961368
577,577,9442,-18.46248765651472
578,578,9450,-23.410117564407503
579,579,9451,-12.586234981190506
580,580,9452,-19.46594767061104
581,581,9453,-15.262089642834114
582,582,9454,-18.482346642744726
583,583,9469,-15.28395872119548
584,584,9470,-24.382325709111356
585,585,9471,-20.68927012209589
586,586,9472,48.34915341485939
587,587,9476,-20.700369365943164
588,588,9481,-18.52537444624309
589,589,9482,-22.286773793840023
590,590,9490,-22.302698390437023
591,591,9496,-20.737366845434057
592,592,9499,-18.55516292558812
593,593,9504,-18.565092418703127
594,594,100000,-15.789073934254544
